dates,BOOK_VALUE_PER_SHARE,FREE_CASH_FLOW,NET_MARGIN,TOTAL_REVENUE,NET_INCOME,DILUTED_SHARES_OUTSTANDING
2021-12-31,14.856493543271409,763800000.0,19.264971287940934,3047500000.0,587100000.0,282496000.0
2022-12-31,16.266242937853107,829000000.0,18.860510805500983,3563000000.0,672000000.0,283200000.0
2023-12-31,19.60295151089248,941000000.0,20.743034055727556,4199000000.0,871000000.0,284600000.0
2024-12-31,22.510268014867478,1092000000.0,21.105207226354942,4705000000.0,993000000.0,285958390.0
