dates,BOOK_VALUE_PER_SHARE,FREE_CASH_FLOW,NET_MARGIN,TOTAL_REVENUE,NET_INCOME,DILUTED_SHARES_OUTSTANDING
2022-12-31,,-507046000.0,-46.61343050123013,1008838000.0,-470254000.0,
2023-12-31,,-184409000.0,-15.894341216546534,1278455000.0,-203202000.0,
2024-12-31,,49671000.0,-1.5146399054784376,1673269000.0,-25344000.0,
