dates,BOOK_VALUE_PER_SHARE,FREE_CASH_FLOW,NET_MARGIN,TOTAL_REVENUE,NET_INCOME,DILUTED_SHARES_OUTSTANDING
2021-12-31,66.66888635699652,1736000000.0,17.108167770419428,11778000000.0,2015000000.0,127915741.0
2022-12-31,82.16044425019739,2287000000.0,14.22692161580347,15794000000.0,2247000000.0,127372729.0
2023-12-31,83.95464044026862,1302000000.0,3.8173414089894804,12548000000.0,479000000.0,128212091.0
2024-12-31,86.12069840447194,306000000.0,4.95799703508483,12142000000.0,602000000.0,128227014.0
