dates,BOOK_VALUE_PER_SHARE,FREE_CASH_FLOW,NET_MARGIN,TOTAL_REVENUE,NET_INCOME,DILUTED_SHARES_OUTSTANDING
2021-12-31,48.06814413961837,999262000.0,30.90236934968913,5951000000.0,1839000000.0,248896649.0
2022-12-31,27.0009520369453,3586475000.0,-17.879285193289572,10968000000.0,-1961000000.0,570276188.0
2023-12-31,44.46398061083706,,15.460727851978925,32644000000.0,5047000000.0,567762932.0
2024-12-31,54.76024044468582,,17.526997013096423,26114000000.0,4577000000.0,565738933.0
