dates,BOOK_VALUE_PER_SHARE,FREE_CASH_FLOW,NET_MARGIN,TOTAL_REVENUE,NET_INCOME,DILUTED_SHARES_OUTSTANDING
2021-12-31,30.6264103461198,401122000.0,23.36121517065766,653472000.0,152659000.0,22834377.0
2022-12-31,32.28376001482167,550914000.0,18.96915131544437,838804000.0,159114000.0,23090526.0
2023-12-31,46.882745125630024,853228000.0,25.161766639525208,1224449000.0,308093000.0,23181919.0
2024-12-31,63.74832380170003,952358000.0,26.131431001086597,1587525000.0,414843000.0,23272157.0
