dates,BOOK_VALUE_PER_SHARE,FREE_CASH_FLOW,NET_MARGIN,TOTAL_REVENUE,NET_INCOME,DILUTED_SHARES_OUTSTANDING
2021-12-31,50.99121036845301,,19.63705560196788,21546000000.0,4231000000.0,652132000.0
2022-12-31,32.73434147736877,,23.069291420813535,19151000000.0,4418000000.0,615256000.0
2023-12-31,38.00483682207997,,24.727986837216708,18841000000.0,4659000000.0,578479000.0
2024-12-31,47.454015171902164,,28.455667084901716,19128000000.0,5443000000.0,549964000.0
