dates,BOOK_VALUE_PER_SHARE,FREE_CASH_FLOW,NET_MARGIN,TOTAL_REVENUE,NET_INCOME,DILUTED_SHARES_OUTSTANDING
2021-12-31,42.501294489603005,,17.27769251363759,2080463000.0,359456000.0,591261991.0
2022-12-31,43.68208463121838,,26.001523470689936,3343681000.0,869408000.0,660300195.0
2023-12-31,43.998310873667705,,21.38540075945215,4078993000.0,872309000.0,752460000.0
2024-12-31,43.80393063013244,,16.329895874556215,5271142000.0,860772000.0,891511000.0
