ticker,expiry,count,mean,std,min,25%,50%,75%,max,atm_iv
NVDA,2025-11-14,147,1.075198795838648,0.8615187193970762,0.43530838134765626,0.5439498730468751,0.7695335546875001,1.236331943359375,5.623049846191406,0.47876497802734375
TSLA,2025-11-14,279,0.9540160831377584,0.5309208549341055,0.5356491748046875,0.5921671643066408,0.7290066162109375,1.18359783203125,3.918945515136719,0.5513960876464845
MSFT,2025-11-14,143,0.5016907028646401,0.24005537919904696,0.21546194702148438,0.28174546386718746,0.49023947265625006,0.6291540991210938,1.3046909765624997,0.24091335266113278
LLY,2025-11-14,141,0.7109455098556627,0.33649432075142727,0.3648745153808594,0.45044494873046875,0.6002237243652344,0.8955088574218748,1.7382825585937498,0.37805797729492185
ANET,2025-11-14,83,0.7545806642389872,0.3064171958458961,0.499028447265625,0.5183153637695312,0.5976602734375001,0.9091805957031249,1.6518572094726562,0.5266160620117188
AAPL,2025-11-14,126,0.7706461178637307,0.6225319569528801,0.21680470703125,0.31445998046874996,0.577152666015625,0.8833019482421874,3.1601583496093753,0.2291336853027344
VZ,2025-11-14,47,0.5964979738405918,0.434101589109524,0.17188328125000002,0.22754678710937498,0.42969320312500003,0.96289099609375,1.7421887890624999,0.196297099609375
GOOG,2025-11-14,112,0.761380074746268,0.5862745436895315,0.30359583129882806,0.3526676062011719,0.51758294921875,0.9411016632080078,3.134767788085937,0.3200751586914062
